Al Jahra;Kuwait;29.3375;47.6581;194193
Al Jawf;Libya;24.2;23.29;24132
Al Jubayl;Saudi Arabia;27.0046;49.646;235237
Al Karak;Jordan;31.1851;35.7047;50870
Al Khalil;Palestine;31.5406;35.0956;220395
Al Kharj;Saudi Arabia;24.1556;47.312;298428
Al Khums;Libya;32.6604;14.26;192502
Al Kut;Iraq;32.4907;45.8304;318341
Al Ladhiqiyah;Syria;35.54;35.78;439664
Al Mafraq;Jordan;32.2833;36.2333;57118
Al Marj;Libya;32.5005;20.83;127427
Al Mubarraz;Saudi Arabia;25.4291;49.5659;294682
Al Mukalla;Yemen;14.5412;49.1259;194080
Al Musayyib;Iraq;32.7786;44.29;59677
Al Qamishli;Syria;37.03;41.23;104107
Al Qunaytirah;Syria;33.1257;35.8236;2235
Al Qunfudhah;Saudi Arabia;19.1264;41.0789;157
Al Quwayiyah;Saudi Arabia;24.0737;45.2806;8712
Al Wajh;Saudi Arabia;26.2324;36.4636;34936
Al-Qatif;Saudi Arabia;26.5196;50.0115;233575
Alagoinhas;Brazil;-12.14;-38.43;123379
Alajuela;Costa Rica;10.02;-84.23;217618
Alamogordo;United States of America;32.8995;-105.96;33710
Alapayevsk;Russia;57.8465;61.6915;43663
Alappuzha;India;9.50041;76.37;176783
Alatyr;Russia;54.8504;46.6;44291
Alausi;Ecuador;-2.18996;-78.85;14294
Alayat Samail;Oman;23.3032;57.9782;32862
Alba Lulia;Romania;46.077;23.58;66085
Albacete;Spain;39.0003;-1.87;127597
Albany;Australia;-35.0169;117.892;25179
Albany;United States of America;44.6205;-123.087;48066
Albert Lea;United States of America;43.6478;-93.3687;19063
Albuquerque;United States of America;35.105;-106.641;725723
Albury;Australia;-36.06;146.92;68534
Aldama;Mexico;22.9204;-98.07;11367
Aldan;Russia;58.603;125.389;18571
Aleg;Mauritania;17.058;-13.909;8388
Aleksandrovsk Sakhalinskiy;Russia;50.8975;142.156;9263
Alekseyevka;Russia;50.6535;38.6931;38633
Aleksin;Russia;54.5143;37.0944;59194
Alenquer;Brazil;-1.93959;-54.79;26290
Aleppo;Syria;36.23;37.17;2170132
Alert;Canada;82.4833;-62.25;97
Alesund;Norway;62.5454;6.38802;45377
Alexander Bay;South Africa;-28.6083;16.5033;1476
Alexandria;Egypt;31.2;29.95;3988258
Alexandria;Romania;43.9016;25.2867;49346
Alexandria;United States of America;38.8204;-77.1;127273
Alexandroupoli;Greece;40.8486;25.8744;48711
Aleysk;Russia;52.4918;82.7777;22477
Algeciras;Spain;36.1267;-5.46653;106687
Algha;Kazakhstan;49.9032;57.335;28267
Algiers;Algeria;36.7631;3.05055;2665831
Ali Bayramli;Azerbaijan;39.9323;48.9203;70452
Ali Sabih;Djibouti;11.1562;42.7125;32165
Alicante;Spain;38.3512;-0.483641;296345
Alice;United States of America;27.7505;-98.0705;21122
Alice Springs;Australia;-23.701;133.88;26949
Aligarh;India;27.8922;78.0618;779103
Alipur Duar;India;26.4837;89.5667;127342
Aliwal North;South Africa;-30.6896;26.71;26423
Allahabad;India;25.455;81.84;1137219
Allakaket;United States of America;66.5655;-152.645;97
Allanmyo;Myanmar;19.3783;95.2279;48446
Allende;Mexico;28.33;-100.85;18268
Allentown;United States of America;40.6;-75.5;300980
Alliance;United States of America;42.1014;-102.87;8269
Almaty;Kazakhstan;43.325;76.915;1096256
Almenara;Brazil;-16.17;-40.7;22173
Almeria;Spain;36.8303;-2.42999;152032
Almetyevsk;Russia;54.9004;52.32;117971
Almirante;Panama;9.30001;-82.4;7442
Alor Setar;Malaysia;6.11331;100.373;276921
Alotau;Papua New Guinea;-10.3021;150.459;11624
Alpena;United States of America;45.0616;-83.4327;14524
Alpine;United States of America;30.3607;-103.665;6429
Alta;Norway;69.9666;23.2417;12077
Alta Floresta;Brazil;-9.90003;-55.91;40466
Alta Gracia;Argentina;-31.66;-64.43;30593
Altagracia de Orituco;Venezuela;9.85042;-66.38;34427
Altamira;Brazil;-3.19961;-52.21;56769
Altata;Mexico;24.636;-107.916;750
Altay;China;47.8666;88.1166;140670
Altay;Mongolia;46.3961;95.845;32488
Altdorf;Switzerland;46.879;8.638;8678
Alto Rio Sanguer;Argentina;-45.0333;-70.8333;1548
Alton;United States of America;38.891;-90.1842;57386
Altoona;United States of America;40.5186;-78.395;62784
Alvorada;Brazil;-12.47;-49.082;9273
Alwar;India;27.5454;76.6049;283228
Alxa Zuoqi;China;38.839;105.669;56387
Am Timan;Chad;11.0333;20.2833;29664
Amahai;Indonesia;-3.32813;128.94;26172
Amapa;Brazil;2.04999;-50.8;1947
Amarillo;United States of America;35.23;-101.83;178526
Amasya;Turkey;40.6537;35.833;77700
Ambala;India;30.32;76.82;146787
Ambanja;Madagascar;-13.6829;48.45;26231
Ambarchik;Russia;69.651;162.334;0
Ambato;Ecuador;-1.2696;-78.62;217897
Ambatondrazaka;Madagascar;-17.8329;48.4167;41843
Ambler;United States of America;67.0865;-157.851;258
Ambon;Indonesia;-3.71669;128.2;227561
Ambriz;Angola;-7.85499;13.125;17000
Amderma;Russia;69.763;61.6677;282
Americana;Brazil;-22.7499;-47.33;337747
Ames;United States of America;42.0539;-93.6197;56855
Amherst;Canada;45.8166;-64.2166;8631
Amiens;France;49.9004;2.3;118908
Amman;Jordan;31.95;35.9333;1060000
Ammochostos;Northern Cyprus;35.125;33.95;33016
Amol;Iran;36.4713;52.3633;210516
Amos;Canada;48.5666;-78.1167;10475
Amravati;India;20.95;77.77;669144
Amritsar;India;31.64;74.87;1152225
Amsterdam;Netherlands;52.35;4.91664;886318
Amundsen–Scott South Pole Station;Antarctica;-89.9829;139.267;125
Amursk;Russia;50.2228;136.897;45901
An Nabk;Saudi Arabia;31.3333;37.3333;7500
An Najaf;Iraq;32.0003;44.3354;612776
An Nasiriyah;Iraq;31.0429;46.2676;425898
Anaco;Venezuela;9.44;-64.46;100118
Anadyr;Russia;64.737;177.475;10332
Anapolis;Brazil;-16.3196;-48.96;278595
Anatuya;Argentina;-28.4661;-62.8333;14133
Anbyon;North Korea;39.0282;127.519;34993
Anchorage;United States of America;61.22;-149.9;252068
Ancona;Italy;43.6004;13.4999;95599
Ancud;Chile;-41.87;-73.83;24241
Anda;China;46.4;125.32;181402
Andamooka;Australia;-30.431;137.166;528
Anderson;United States of America;34.5037;-82.6503;43475
Andijon;Uzbekistan;40.79;72.34;486950
Andkhvoy;Afghanistan;36.9317;65.1015;50469
Andoany;Madagascar;-13.4;48.2666;20535
Andoas;Peru;-2.90206;-76.4025;10
Andong;South Korea;36.5659;128.725;123920
Andorra;Andorra;42.5;1.51649;38127
Andradina;Brazil;-20.9096;-51.3799;45715
Androka;Madagascar;-25.0219;44.0749;174
Ang Thong;Thailand;14.5833;100.45;13738
Angangxi;China;47.1601;123.8;24317
Angarsk;Russia;52.56;103.92;231719
Angeles;Philippines;15.1451;120.545;314493
Angers;France;47.48;-0.53003;178329
Angoche;Mozambique;-16.23;39.91;57835
Angol;Chile;-37.79;-72.71;38384
Angra do Heroismo;Portugal;38.6504;-27.2167;11136
Angren;Uzbekistan;41.0304;70.1549;164513
Aniak;United States of America;61.5787;-159.522;501
Ankang;China;32.68;109.02;1025000
Ankara;Turkey;39.9272;32.8644;3511689
Anlu;China;31.27;113.67;71198
Ann Arbor;United States of America;42.3004;-83.72;189893
Anna Regina;Guyana;7.27042;-58.5001;3113
Annaba;Algeria;36.92;7.75998;355047
Annapolis;United States of America;38.9783;-76.4925;58776
Annecy;France;45.9;6.11667;77490
Anqing;China;30.5;117.05;469579
Ansan;South Korea;37.3481;126.86;695110
Anshan;China;41.115;122.94;1419137
Anshun;China;26.2504;105.93;600468
Antalaha;Madagascar;-14.8833;50.2833;40668
Antalya;Turkey;36.89;30.7;703468
Antananarivo;Madagascar;-18.9166;47.5166;1544216
Antigonish;Canada;45.6269;-61.9982;5871
Antigua Guatemala;Guatemala;14.5667;-90.7333;39368
Antioch;Turkey;36.2333;36.1167;154803
Antofagasta;Chile;-23.65;-70.4;295539
Antsirabe;Madagascar;-19.85;47.0333;307921
Antsiranana;Madagascar;-12.2765;49.3115;76312
Antsohihy;Madagascar;-14.8661;47.9834;15258
Antwerpen;Belgium;51.2204;4.41502;689902
Anuradhapura;Sri Lanka;8.34999;80.3833;89622
Anxi;China;40.5004;95.8;17886
Anyang;China;36.08;114.35;834064
Anzhero Sudzhensk;Russia;56.08;86.04;83109
Aomori;Japan;40.825;140.71;281571
Aosta;Italy;45.737;7.315;34062
Apalachicola;United States of America;29.7256;-84.9925;2134
Apatity;Russia;67.5731;33.393;64046
Apatzingan;Mexico;19.08;-102.35;92616
Apia;Samoa;-13.8415;-171.739;49812
Apodi;Brazil;-5.65001;-37.8;8586
Apolo;Bolivia;-14.7196;-68.42;4189
Appenzell;Switzerland;47.3333;9.4167;5649
Appleton;United States of America;44.2687;-88.4005;136888
Apsheronsk;Russia;44.4687;39.7287;43163
Apucarana;Brazil;-23.55;-51.47;102577
Aqadyr;Kazakhstan;48.2749;72.8599;5359
Aqsay;Kazakhstan;51.1714;53.0349;30404
Aqsu;Kazakhstan;52.4502;71.9597;8543
Aqtau;Kazakhstan;43.6232;51.2365;4479
Aqtobe;Kazakhstan;50.28;57.17;260493
Aquidauana;Brazil;-20.4696;-55.79;38053
Ar Ramadi;Iraq;33.42;43.3;284830
Ar Raqqah;Syria;35.9304;39.02;175600
Ar Rutbah;Iraq;33.0385;40.2845;17199
Aracaju;Brazil;-10.9;-37.12;587765
Aracati;Brazil;-4.55999;-37.77;28126
Aracatuba;Brazil;-21.21;-50.45;166305
Aracuai;Brazil;-16.8596;-42.07;15301
Arad;Romania;46.17;21.32;159338
Araguaina;Brazil;-7.19001;-48.21;50444
Araguari;Brazil;-18.64;-48.2;79910
Arak;Algeria;25.28;3.74999;423251
Arak;Iran;34.0804;49.7;463449
Aral;Kazakhstan;46.8;61.6666;30185
Aranyaprathet;Thailand;13.6824;102.497;21354
Araouane;Mali;18.9;-3.52995;4026
Arapiraca;Brazil;-9.75001;-36.67;177115
Arapongas;Brazil;-23.41;-51.43;91203
Arar;Saudi Arabia;30.99;41.0207;185278
Ararangua;Brazil;-28.94;-49.5;42198
Ararat;Australia;-37.2795;142.91;5464
Arauca;Colombia;7.09066;-70.7616;46530
Arawa;Papua New Guinea;-6.228;155.566;40266
Araxa;Brazil;-19.5796;-46.95;70159
Arba Minch;Ethiopia;6.04;37.55;54343
Arcata;United States of America;40.8852;-124.088;19052
Archangel;Russia;64.575;40.545;295186
Arcoverde;Brazil;-8.42002;-37.07;53066
Arctic Bay;Canada;73.0333;-85.1666;604
Ardabil;Iran;38.25;48.3;412678
Ardmore;United States of America;34.1811;-97.1294;24467
Arecibo;Puerto Rico;18.44;-66.73;59312
Arendal;Norway;58.4648;8.766;30916
Arequipa;Peru;-16.42;-71.53;775785
Arezzo;Italy;43.4617;11.875;82613
Argentia;Canada;47.3004;-53.99;1063
Arica;Chile;-18.5;-70.29;178446
Aripuana;Brazil;-9.17;-60.64;26983
Ariquemes;Brazil;-9.93961;-63.08;58096
Arjona;Colombia;10.26;-75.35;47225
Arlit;Niger;18.82;7.32998;90000
Arlon;Belgium;49.6833;5.8167;26179
Armavir;Russia;45.0004;41.13;191813
Armenia;Colombia;4.53428;-75.6811;314797
Armidale;Australia;-30.5123;151.667;21793
Arnhem;Netherlands;51.988;5.923;141674
Arqalyq;Kazakhstan;50.2418;66.8976;48760
Arras;France;50.2833;2.78333;55608
Arrecife;Spain;28.969;-13.5378;47182
Arroyos y Esteros;Paraguay;-25.05;-57.09;2755
Arsenyev;Russia;44.1623;133.282;56721
Artashat;Armenia;39.9539;44.5506;20562
Artemisa;Cuba;22.8134;-82.7619;46024
Artemovsk;Russia;54.3487;93.4355;4948
Artemovskiy;Russia;57.3652;61.8698;39194
Artigas;Uruguay;-30.416;-56.486;32072
Artigas Base;Antarctica;-62.1739;-58.8639;34
Arua;Uganda;3.02037;30.9;154700
Arusha;Tanzania;-3.36002;36.67;330605
Arvayheer;Mongolia;46.25;102.767;28053
Arviat;Canada;61.1086;-94.0586;1868
Arxan;China;47.1833;119.967;32023
Arys;Kazakhstan;42.4369;68.8048;39466
Arzamas;Russia;55.4;43.8;126038
As Salt;Jordan;32.0392;35.7272;110439
As Samawah;Iraq;31.3099;45.2803;163934
As Sib;Oman;23.6802;58.1825;237816
As Sidr;Libya;30.6704;18.2666;50
As Sulaymaniyah;Iraq;35.5613;45.4309;654318
As Sulayyil;Saudi Arabia;20.4623;45.5722;20858
As Suwayda;Syria;32.7004;36.5666;65650
Asadabad;Afghanistan;34.866;71.15;48400
Asahikawa;Japan;43.755;142.38;341079
Asansol;India;23.6833;86.9833;1328000
Asbest;Russia;57.023;61.458;77915
Ascension;Bolivia;-15.6996;-63.08;12085
Ascension;Mexico;31.1;-107.98;10761
Asela;Ethiopia;7.95041;39.1399;82240
Ash Shatrah;Iraq;31.4175;46.1772;122340
Ash Shihr;Yemen;14.7593;49.6092;54274
Asha;Russia;54.998;57.2726;35944
Ashburton;New Zealand;-43.8979;171.73;8895
Asheville;United States of America;35.6012;-82.5541;105775
Ashgabat;Turkmenistan;37.95;58.3833;652841
Ashtarak;Armenia;40.3017;44.3592;18779
Asino;Russia;56.9931;86.1627;24732
Asmara;Eritrea;15.3333;38.9333;592366
Asosa;Ethiopia;10.067;34.5333;24192
Assab;Eritrea;13.01;42.73;105496
Assen;Netherlands;53;6.55;62237
Assis;Brazil;-22.6596;-50.42;79133
Astana;Kazakhstan;51.1811;71.4278;335312
Asti;Italy;44.93;8.20998;63410
Astoria;United States of America;46.1884;-123.83;9773
Astrakhan;Russia;46.3487;48.055;493363
Asuncion;Paraguay;-25.2964;-57.6415;940846
Aswan;Egypt;24.0875;32.8989;277351
Asyut;Egypt;27.19;31.1799;420585
At Bashy;Kyrgyzstan;41.1725;75.7968;15413
At Tafilah;Jordan;30.8333;35.6;25429
At Taif;Saudi Arabia;21.2622;40.3823;594065
Atakpame;Togo;7.53004;1.12002;74757
Atamyrat;Turkmenistan;37.8248;65.1997;32205
Atar;Mauritania;20.5166;-13.05;44265
Atasu;Kazakhstan;48.6903;71.6499;16400
Atbara;Sudan;17.71;33.98;138271
Atbasar;Kazakhstan;51.8219;68.3477;35308
Athabasca;Canada;54.717;-113.267;2399
Athens;Greece;37.9833;23.7333;1985568
Athens;United States of America;33.9613;-83.378;78017
Atherton;Australia;-17.2703;145.469;6132
Ati;Chad;13.2171;18.3333;24723
Atikokan;Canada;48.7504;-91.6166;3625
Atka;United States of America;52.1965;-174.2;61
Atkarsk;Russia;51.8765;44.9961;23315
Atlanta;United States of America;33.83;-84.3999;2464454
Atlantic City;United States of America;39.3646;-74.4233;58563
Atlixco;Mexico;18.9;-98.45;91866
Atoyac;Mexico;17.2;-100.43;19798
Atqasuk;United States of America;70.4694;-157.396;201
Attapu;Laos;14.808;106.839;4297
Attawapiskat;Canada;52.9166;-82.4333;1802
Atyrau;Kazakhstan;47.1127;51.92;170583
Auburn;United States of America;32.6097;-85.4808;61881
Auckland;New Zealand;-36.85;174.765;759510
Augsburg;Germany;48.35;10.9;309092
Augusta;United States of America;33.4608;-81.985;152895
Aurangabad;India;24.7704;84.38;95929
Aurora;United States of America;39.6959;-104.808;431966
Austin;United States of America;30.267;-97.7428;919684
Autlan;Mexico;19.77;-104.37;44912
Auxerre;France;47.8004;3.56659;38034
Avare;Brazil;-23.11;-48.93;70709
Aveiro;Portugal;40.641;-8.651;54162
Awasa;Ethiopia;7.06;38.477;133097
Aweil;South Sudan;8.76656;27.4;42725
Awjilah;Libya;29.108;21.2869;6610
Awka;Nigeria;6.21043;7.07;400828
Ayacucho;Peru;-13.175;-74.2199;153173
Ayakoz;Kazakhstan;47.9647;80.4297;39670
Ayan;Russia;56.4542;138.167;1286
Ayapel;Colombia;8.33041;-75.15;23120
Ayaviri;Peru;-14.8796;-70.6;12524
Aybak;Afghanistan;36.261;68.04;24000
Aydin;Turkey;37.85;27.85;180939
Ayorou;Niger;14.7318;0.919468;14001
Ayoun el Atrous;Mauritania;16.6666;-9.61666;1423
Ayr;Australia;-19.5702;147.399;7166
Ayr;United Kingdom;55.4504;-4.61668;57277
Ayutla;Mexico;16.9004;-99.22;9897
Ayutthaya;Thailand;14.3588;100.568;113788
Az Aubayr;Iraq;30.3892;47.708;192447
Az Zahran;Saudi Arabia;26.2914;50.1583;54373
Az Zarqa;Jordan;32.07;36.1;843678
Az Zawiyah;Libya;32.7604;12.72;193061
Azare;Nigeria;11.6804;10.19;87912
Azogues;Ecuador;-2.74;-78.84;51982
Azua;Dominican Republic;18.454;-70.729;59139
Azul;Argentina;-36.7796;-59.87;43407
B'abda;Lebanon;33.8333;35.5333;9000
Babahoyo;Ecuador;-1.79959;-79.54;59873
Babanusa;Sudan;11.3334;27.8;19700
Babati;Tanzania;-4.21955;35.75;19117
Babruysk;Belarus;53.1266;29.1928;212821
Bac Giang;Vietnam;21.267;106.2;53728
Bac Kan;Vietnam;22.1333;105.833;29227
Bac Lieu;Vietnam;9.28038;105.72;187500
Bacabal;Brazil;-4.22999;-44.8;57296
Bacau;Romania;46.5784;26.9196;185532
Bacolod;Philippines;10.6317;122.982;730587
Badajoz;Spain;38.8804;-6.96997;115638
Baddeck;Canada;46.1;-60.754;852
Bade;Taiwan;24.9575;121.299;172065
Badulla;Sri Lanka;6.98369;81.0499;44908
Baerum;Norway;59.9135;11.3472;113659
Bafang;Cameroon;5.17039;10.18;86916
Bafata;Guinea Bissau;12.167;-14.666;26112
Bafia;Cameroon;4.75039;11.23;41201
Bafoulabe;Mali;13.8004;-10.82;26823
Bafoussam;Cameroon;5.49043;10.4099;290768
Bafra;Turkey;41.5682;35.9069;95198
Bafwasende;Congo (Kinshasa);1.08385;27.2666;149
Bagamoyo;Tanzania;-6.43962;38.89;41609
Bagdarin;Russia;54.4333;113.6;4676
Bage;Brazil;-31.32;-54.1;102519
Baghdad;Iraq;33.3386;44.3939;5054000
Baghlan;Afghanistan;36.1393;68.6993;163598
Baglung;Nepal;28.2667;83.5833;23296
Bago;Myanmar;17.32;96.515;264347
Baguio City;Philippines;16.43;120.57;360269
Bahawalpur;Pakistan;29.39;71.675;552607
Bahia Blanca;Argentina;-38.74;-62.265;279041
Bahir Dar;Ethiopia;11.6001;37.3833;187823
Bahraich;India;27.6204;81.6699;182218
Baia Mare;Romania;47.6595;23.5791;134630
Baicheng;China;45.62;122.82;351915
Baie-Comeau;Canada;49.2227;-68.158;8808
Baiquan;China;47.6018;126.082;52679
Bairin Zuoqi;China;43.9837;119.183;48540
Bairnsdale;Australia;-37.8296;147.61;9427
Baishan;China;41.9;126.43;330000
Bajram Curri;Albania;42.3333;20.0833;7967
Bakal;Russia;54.9459;58.7959;24160
Baker Lake;Canada;64.317;-96.0167;1584
Bakersfield;United States of America;35.37;-119.02;367259
Baku;Azerbaijan;40.3953;49.8622;2007150
Balakhna;Russia;56.4943;43.5944;62487
Balakovo;Russia;52.03;47.8;172821
Balancan;Mexico;17.8;-91.53;7666
Balashov;Russia;51.5535;43.1631;84107
Balboa;Panama;8.94998;-79.5667;62882
Balcarce;Argentina;-37.8333;-58.25;18967
Balikesir;Turkey;39.6504;27.89;249833
Balikpapan;Indonesia;-1.25002;116.83;439885
Balkanabat;Turkmenistan;39.5124;54.3649;99324
Balkh;Afghanistan;36.7501;66.8997;147426
Ballarat;Australia;-37.5596;143.84;73404
Ballina;Australia;-28.8614;153.568;13997
Balqash;Kazakhstan;46.8532;74.9502;80586
Balsas;Brazil;-7.52002;-46.05;39761
Baltasar Brum;Uruguay;-30.73;-57.32;2432
Balti;Moldova;47.7591;27.9053;135022
Baltimore;United States of America;39.3;-76.62;1432946
Balykchy;Kyrgyzstan;42.456;76.1854;40263
Balyqshy;Kazakhstan;47.0666;51.8666;25442
Bam;Iran;29.1077;58.362;99268
Bama;Nigeria;11.5204;13.69;86410
Bamako;Mali;12.65;-8.00004;1395640
Bambari;Central African Republic;5.76196;20.6672;47322
Bamenda;Cameroon;5.95998;10.15;419567
Bamian;Afghanistan;34.8211;67.521;61863
Ban Houayxay;Laos;20.2775;100.413;6347
Banamba;Mali;13.5504;-7.45;18312
Banda Aceh;Indonesia;5.54998;95.32;344065
Bandar Lampung;Indonesia;-5.43002;105.27;795757
Bandar Seri Begawan;Brunei;4.88333;114.933;218250
Bandar-e Bushehr;Iran;28.92;50.83;167218
Bandar-e-Abbas;Iran;27.2041;56.2721;414503
Bandarbeyla;Somalia;9.48331;50.8167;13753
Bandjarmasin;Indonesia;-3.32999;114.58;588206
Bandundu;Congo (Kinshasa);-3.30999;17.38;107997
Bandung;Indonesia;-6.95003;107.57;2046859
Banes;Cuba;20.9629;-75.7186;47745
Banff;Canada;51.178;-115.572;6897
Banfora;Burkina Faso;10.6304;-4.76;45903
Bangalore;India;12.97;77.56;5945523
Bangassou;Central African Republic;4.73375;22.8166;28601
Banghazi;Libya;32.1167;20.0667;881187
Bangkok;Thailand;13.75;100.517;5904238
Bangor;United States of America;44.8012;-68.7783;40843
Bangui;Central African Republic;4.36664;18.5583;727348
Bani;Dominican Republic;18.28;-70.331;66709
Bani Walid;Libya;31.7704;13.99;55871
Banja Luka;Bosnia and Herzegovina;44.7804;17.18;221422
Banjul;The Gambia;13.4539;-16.5917;38841
Bannu;Pakistan;32.989;70.5986;586209
Bansang;The Gambia;13.4336;-14.65;4646
Banska Bystrica;Slovakia;48.7333;19.15;80784
Banyuwangi;Indonesia;-8.19502;114.37;140295
Baoding;China;38.8704;115.48;1051326
Baoji;China;34.38;107.15;800000
Baoshan;China;25.12;99.15;925000
Baotou;China;40.6522;109.822;1229664
Baqubah;Iraq;33.7476;44.6573;226014
Bar Harbor;United States of America;44.3879;-68.2044;4483
Barabinsk;Russia;55.3573;78.3519;29888
Barahona;Dominican Republic;18.2004;-71.1;83644
Baraki Barak;Afghanistan;33.9667;68.9667;22305
Baramula;India;34.2004;74.35;122631
Baranavichy;Belarus;53.1368;26.0134;156514
Barbacena;Brazil;-21.22;-43.77;101628
Barcaldine;Australia;-23.5662;145.283;1068
Barcelona;Spain;41.3833;2.18337;3250797
Barcelona;Venezuela;10.1304;-64.72;361430
